model,p,algo,time,epc
ER,0.0,Greedy_ES_opt,2.774413099999947,0.0
ER,0.0,Greedy_ES_non_opt,27.032134700002644,0.0
ER,0.1,Greedy_ES_opt,0.5758539999987988,16.947450637817383
ER,0.1,Greedy_ES_non_opt,35.29141610000079,17.2125
ER,0.2,Greedy_ES_opt,1.2278516000005766,47.01150131225586
ER,0.2,Greedy_ES_non_opt,57.21763110000029,49.6395
ER,0.30000000000000004,Greedy_ES_opt,3.9167898000014247,116.9437484741211
ER,0.30000000000000004,Greedy_ES_non_opt,146.54722000000038,119.277
ER,0.4,Greedy_ES_opt,8.847620599997754,309.53924560546875
ER,0.4,Greedy_ES_non_opt,398.8426287999973,312.12
ER,0.5,Greedy_ES_opt,16.254985899999156,825.9889526367188
ER,0.5,Greedy_ES_non_opt,811.9707686000002,789.2325
ER,0.6000000000000001,Greedy_ES_opt,16.892467099998612,1876.0364990234375
ER,0.6000000000000001,Greedy_ES_non_opt,1040.5129973999974,1841.2605
ER,0.7000000000000001,Greedy_ES_opt,15.947735999998258,2566.85400390625
ER,0.7000000000000001,Greedy_ES_non_opt,1097.1850577000005,2363.058
ER,0.8,Greedy_ES_opt,15.90150039999935,2723.89599609375
ER,0.8,Greedy_ES_non_opt,1226.7838229000008,2731.1535
ER,0.9,Greedy_ES_opt,19.785393199999817,3043.862548828125
ER,0.9,Greedy_ES_non_opt,1310.4841773000007,3074.2065
ER,1.0,Greedy_ES_opt,28.59727610000118,3078.726318359375
ER,1.0,Greedy_ES_non_opt,1319.3387680999986,3124.845
