model,p,algo,time,epc,epc_std
BA,0.0,Degree-based,0.02458269998896867,0.0,0.0
BA,0.0,Betweenness,0.06629919999977574,0.0,0.0
BA,0.0,PageRank,0.026929899991955608,0.0,0.0
BA,0.0,Greedy_ES_initial,0.057611500000348315,0.0,0.0
BA,0.0,Greedy_ES_final,0.8595608999894466,0.0,0.0
BA,0.0,REGA,1.7341410999943037,0.0,0.0
BA,0.0,grasp,3.5308991000056267,0.0,0.0
BA,0.0,grasp_path_relink,3.0577888999832794,0.0,0.0
BA,0.1,Degree-based,0.1831741000059992,516.3444,0.0
BA,0.1,Betweenness,0.26757110000471584,515.5083,0.0
BA,0.1,PageRank,0.1664808999921661,515.704725,0.0
BA,0.1,Greedy_ES_initial,1.7831164000090212,514.6128,0.0
BA,0.1,Greedy_ES_final,8.938035400002263,517.0032,0.0
BA,0.1,REGA,6.308498900005361,515.753325,0.0
BA,0.1,grasp,35.54775060000247,516.446775,0.0
BA,0.1,grasp_path_relink,25.744722200004617,520.13475,0.0
BA,0.2,Degree-based,0.27363209999748506,850.562325,0.0
BA,0.2,Betweenness,0.3010878999775741,850.81005,0.0
BA,0.2,PageRank,0.3102000000071712,849.1446,0.0
BA,0.2,Greedy_ES_initial,2.3080423999927007,851.050125,0.0
BA,0.2,Greedy_ES_final,13.973595100018429,851.5746,0.0
BA,0.2,REGA,16.168242699990515,853.15995,0.0
BA,0.2,grasp,36.65382849998423,849.22965,0.0
BA,0.2,grasp_path_relink,58.19752630000585,852.1488,0.0
BA,0.30000000000000004,Degree-based,0.314289000001736,936.89235,0.0
BA,0.30000000000000004,Betweenness,0.4003640000009909,937.596825,0.0
BA,0.30000000000000004,PageRank,0.294061699998565,936.932175,0.0
BA,0.30000000000000004,Greedy_ES_initial,3.0252052000141703,934.342425,0.0
BA,0.30000000000000004,Greedy_ES_final,27.621096499991836,928.141875,0.0
BA,0.30000000000000004,REGA,19.178255100006936,931.8915,0.0
BA,0.30000000000000004,grasp,41.035371500009205,927.9531,0.0
BA,0.30000000000000004,grasp_path_relink,64.38613709999481,927.96795,0.0
BA,0.4,Degree-based,0.3781524999940302,968.7672,0.0
BA,0.4,Betweenness,0.3485136999806855,968.8878,0.0
BA,0.4,PageRank,0.33521200000541285,968.36265,0.0
BA,0.4,Greedy_ES_initial,2.7218189000268467,962.678025,0.0
BA,0.4,Greedy_ES_final,27.637205900013214,957.549375,0.0
BA,0.4,REGA,30.671636799990665,957.43485,0.0
BA,0.4,grasp,43.89955689999624,957.964725,0.0
BA,0.4,grasp_path_relink,43.65499219999765,957.729825,0.0
BA,0.5,Degree-based,0.354309899994405,981.6561,0.0
BA,0.5,Betweenness,0.3931674000050407,981.63225,0.0
BA,0.5,PageRank,0.3632433000020683,981.634725,0.0
BA,0.5,Greedy_ES_initial,5.734443299996201,971.5509,0.0
BA,0.5,Greedy_ES_final,40.05299870000454,971.277975,0.0
BA,0.5,REGA,30.62365970000974,974.02275,0.0
BA,0.5,grasp,43.44246020002174,971.673975,0.0
BA,0.5,grasp_path_relink,43.27362439999706,971.26065,0.0
BA,0.6000000000000001,Degree-based,0.3660258000018075,987.1866,0.0
BA,0.6000000000000001,Betweenness,0.3715219000005163,986.886,0.0
BA,0.6000000000000001,PageRank,0.33730079999077134,986.902875,0.0
BA,0.6000000000000001,Greedy_ES_initial,7.669823800009908,981.97785,0.0
BA,0.6000000000000001,Greedy_ES_final,40.48129159997916,979.5105,0.0
BA,0.6000000000000001,REGA,31.642525800009025,979.79265,0.0
BA,0.6000000000000001,grasp,42.856031199975405,979.4286,0.0
BA,0.6000000000000001,grasp_path_relink,43.72134719998576,979.065225,0.0
BA,0.7000000000000001,Degree-based,0.37065319999237545,989.05905,0.0
BA,0.7000000000000001,Betweenness,0.3517193000006955,989.07345,0.0
BA,0.7000000000000001,PageRank,0.30209679997642525,989.264925,0.0
BA,0.7000000000000001,Greedy_ES_initial,14.167734799993923,989.527275,0.0
BA,0.7000000000000001,Greedy_ES_final,45.020377799985,986.052375,0.0
BA,0.7000000000000001,REGA,66.95497940000496,984.64725,0.0
BA,0.7000000000000001,grasp,51.25735669999267,984.8817,0.0
BA,0.7000000000000001,grasp_path_relink,69.36521450002328,985.762575,0.0
BA,0.8,Degree-based,0.31142240000190213,989.809875,0.0
BA,0.8,Betweenness,0.40751379998982884,989.8515,0.0
BA,0.8,PageRank,0.295464599999832,989.8587,0.0
BA,0.8,Greedy_ES_initial,10.521706600004109,988.118775,0.0
BA,0.8,Greedy_ES_final,32.56750689999899,988.2765,0.0
BA,0.8,REGA,75.43216409999877,988.157025,0.0
BA,0.8,grasp,57.02862880000612,987.870825,0.0
BA,0.8,grasp_path_relink,57.32331750000594,988.305975,0.0
BA,0.9,Degree-based,0.2992567000037525,989.984925,0.0
BA,0.9,Betweenness,0.3139618000132032,989.993925,0.0
BA,0.9,PageRank,0.298110200004885,989.9955,0.0
BA,0.9,Greedy_ES_initial,12.49213040000177,989.99775,0.0
BA,0.9,Greedy_ES_final,67.67768900000374,989.96715,0.0
BA,0.9,REGA,56.11184860000503,989.598825,0.0
BA,0.9,grasp,73.28626500000246,989.568,0.0
BA,0.9,grasp_path_relink,74.36777139999322,989.53245,0.0
BA,1.0,Degree-based,0.3201954999822192,990.0,0.0
BA,1.0,Betweenness,0.3027046000061091,990.0,0.0
BA,1.0,PageRank,0.274740799999563,990.0,0.0
BA,1.0,Greedy_ES_initial,12.137090000003809,990.0,0.0
BA,1.0,Greedy_ES_final,24.90335419998155,990.0,0.0
BA,1.0,REGA,14.968522900016978,990.0,0.0
BA,1.0,grasp,38.06966670000111,990.0,0.0
BA,1.0,grasp_path_relink,39.392961199977435,990.0,0.0
