model,p,algo,time,epc,epc_std
ER,0.0,Degree-based,0.9767375989995344,0.0,0.0
ER,0.0,Betweenness,0.009986478999962856,0.0,0.0
ER,0.0,PageRank,0.0027504019999469165,0.0,0.0
ER,0.0,Greedy_ES_initial,0.013874170999770286,0.0,0.0
ER,0.0,Greedy_ES_final,0.17755727100029617,0.0,0.0
ER,0.0,Greedy_MIS_initial,0.3640432060999956,0.0,0.0
ER,0.0,Greedy_MIS_final,4.662766311999803,0.0,0.0
ER,0.0,REGA,8.41377201100022,0.0,0.0
ER,0.0,grasp,1.8196107990006567,0.0,0.0
ER,0.0,grasp_path_relink,1.451696985000126,0.0,0.0
ER,0.1,Degree-based,0.0013274500006446033,16.6284,0.0
ER,0.1,Betweenness,0.010239184000056412,16.70355,0.0
ER,0.1,PageRank,0.002388935999988462,16.5393,0.0
ER,0.1,Greedy_ES_initial,0.020435722000001988,19.04265,0.0
ER,0.1,Greedy_ES_final,0.13961757800007035,17.955,0.0
ER,0.1,Greedy_MIS_initial,0.34555698610001856,18.088739999999998,0.5340877394211554
ER,0.1,Greedy_MIS_final,4.68083505300001,17.625194999999998,0.5180185491128665
ER,0.1,REGA,9.731836142000247,16.3404,0.0
ER,0.1,grasp,1.3124029090004115,16.4133,0.0
ER,0.1,grasp_path_relink,1.212305602000015,16.59105,0.0
ER,0.2,Degree-based,0.0016660810006214888,49.6818,0.0
ER,0.2,Betweenness,0.010399617000075523,50.06025,0.0
ER,0.2,PageRank,0.0026846760001717485,48.85245,0.0
ER,0.2,Greedy_ES_initial,0.0333505549997426,48.41685,0.0
ER,0.2,Greedy_ES_final,0.18778299300083745,47.41425,0.0
ER,0.2,Greedy_MIS_initial,0.31133397390003664,53.021609999999995,1.3069995219585968
ER,0.2,Greedy_MIS_final,4.4077837830000135,51.323310000000006,1.4717066799807625
ER,0.2,REGA,9.932081205000031,46.99395,0.0
ER,0.2,grasp,2.4694382059997224,47.15415,0.0
ER,0.2,grasp_path_relink,2.5839672080001037,49.0977,0.0
ER,0.30000000000000004,Degree-based,0.0027207029997953214,128.3616,0.0
ER,0.30000000000000004,Betweenness,0.010979556000165758,129.9078,0.0
ER,0.30000000000000004,PageRank,0.003941875000236905,128.1483,0.0
ER,0.30000000000000004,Greedy_ES_initial,0.11102847700021812,125.3979,0.0
ER,0.30000000000000004,Greedy_ES_final,0.3684074189995954,124.72875,0.0
ER,0.30000000000000004,Greedy_MIS_initial,0.398267804399984,140.882085,2.757545438796061
ER,0.30000000000000004,Greedy_MIS_final,6.615432888000214,131.29479,3.6117970845411578
ER,0.30000000000000004,REGA,9.809477112999957,118.8477,0.0
ER,0.30000000000000004,grasp,4.465678147999824,116.20215,0.0
ER,0.30000000000000004,grasp_path_relink,5.269147011000314,118.0863,0.0
ER,0.4,Degree-based,0.005977545000860118,351.60975,0.0
ER,0.4,Betweenness,0.01526635400023224,355.86225,0.0
ER,0.4,PageRank,0.007753758000035305,357.94035,0.0
ER,0.4,Greedy_ES_initial,0.3136094569999841,317.1942,0.0
ER,0.4,Greedy_ES_final,0.8514266199999838,306.98235,0.0
ER,0.4,Greedy_MIS_initial,0.40248006909978357,400.56651,15.14616862932338
ER,0.4,Greedy_MIS_final,10.076863911000146,361.6911,20.93395481229001
ER,0.4,REGA,10.343134771999758,305.8965,0.0
ER,0.4,grasp,7.491116146000422,306.48555,0.0
ER,0.4,grasp_path_relink,8.839014975999817,374.96025,0.0
ER,0.5,Degree-based,0.010078121999868017,907.9776,0.0
ER,0.5,Betweenness,0.019026758000109112,882.7776,0.0
ER,0.5,PageRank,0.01137368499985314,929.8431,0.0
ER,0.5,Greedy_ES_initial,0.4753083670002525,872.5536,0.0
ER,0.5,Greedy_ES_final,1.7237694119994558,787.37445,0.0
ER,0.5,Greedy_MIS_initial,0.4712917253001251,1062.421695,36.84977215089297
ER,0.5,Greedy_MIS_final,18.469403951999993,963.2583000000001,29.364339580995164
ER,0.5,REGA,13.195352384999751,791.99865,0.0
ER,0.5,grasp,14.963181238999823,794.21895,0.0
ER,0.5,grasp_path_relink,16.422271528000238,782.79165,0.0
ER,0.6000000000000001,Degree-based,0.02163205399938306,1748.57355,0.0
ER,0.6000000000000001,Betweenness,0.029416110999591183,1669.9437,0.0
ER,0.6000000000000001,PageRank,0.023991146000298613,1770.37515,0.0
ER,0.6000000000000001,Greedy_ES_initial,0.6298691689999032,1953.71775,0.0
ER,0.6000000000000001,Greedy_ES_final,2.972698562000005,1839.99645,0.0
ER,0.6000000000000001,Greedy_MIS_initial,0.6927145200001178,1904.77386,35.10654817792399
ER,0.6000000000000001,Greedy_MIS_final,29.499823899999683,1785.6058950000001,26.87884364957362
ER,0.6000000000000001,REGA,15.28919895099989,1622.31885,0.0
ER,0.6000000000000001,grasp,18.389238361000025,1618.7724,0.0
ER,0.6000000000000001,grasp_path_relink,20.40566655300063,1751.7258,0.0
ER,0.7000000000000001,Degree-based,0.02350328900047316,2502.8631,0.0
ER,0.7000000000000001,Betweenness,0.031209321000460477,2436.0804,0.0
ER,0.7000000000000001,PageRank,0.023966812000253412,2470.8663,0.0
ER,0.7000000000000001,Greedy_ES_initial,0.4932426220002526,2489.25555,0.0
ER,0.7000000000000001,Greedy_ES_final,3.2373921340004017,2438.43795,0.0
ER,0.7000000000000001,Greedy_MIS_initial,0.8087124171999676,2674.9012949999997,69.73855618960164
ER,0.7000000000000001,Greedy_MIS_final,36.3417059960002,2594.0673450000004,79.28955766752475
ER,0.7000000000000001,REGA,19.223096286000327,2263.3029,0.0
