model,p,algo,time,epc,epc_std
ER,0.0,REGA,0.9634507880000456,0.0,0
ER,0.1,REGA,0.0026711910004451056,23.0886,0
ER,0.2,REGA,0.0041336650001539965,82.97955,0
ER,0.30000000000000004,REGA,0.01059708800039516,296.1486,0
ER,0.4,REGA,0.026788396000483772,985.14495,0
ER,0.5,REGA,0.05814694499986217,2021.18175,0
ER,0.6000000000000001,REGA,0.06089612799951283,2778.11865,0
ER,0.7000000000000001,REGA,0.06116071999986161,3225.0366,0
ER,0.8,REGA,0.061766705999616534,3509.07075,0
ER,0.9,REGA,0.06229449399961595,3702.7305,0
ER,1.0,REGA,0.049756025000533555,3830.86665,0
BA,0.0,REGA,0.0019903799993699067,0.0,0
BA,0.1,REGA,0.002729732999796397,42.7482,0
BA,0.2,REGA,0.009840763000283914,235.94355,0
BA,0.30000000000000004,REGA,0.017894514000545314,783.51165,0
BA,0.4,REGA,0.038672212999699696,1603.07865,0
BA,0.5,REGA,0.05545468099990103,2412.18,0
BA,0.6000000000000001,REGA,0.07192436399964208,3065.37795,0
BA,0.7000000000000001,REGA,0.07179510400055733,3527.9667,0
BA,0.8,REGA,0.0716588959994624,3812.83245,0
BA,0.9,REGA,0.06575624000015523,3961.36845,0
BA,1.0,REGA,0.05261818100007076,4005.0,0
SW,0.0,REGA,0.0022047929996915627,0.0,0
SW,0.1,REGA,0.002234358000350767,26.14455,0
SW,0.2,REGA,0.004404111000440025,89.32815,0
SW,0.30000000000000004,REGA,0.008550971000659047,305.3439,0
SW,0.4,REGA,0.024673774999428133,1136.06865,0
SW,0.5,REGA,0.05619563600066613,2604.69225,0
SW,0.6000000000000001,REGA,0.0712942939999266,3497.571,0
SW,0.7000000000000001,REGA,0.07622778999939328,3839.52285,0
SW,0.8,REGA,0.07383898900025088,3960.4914,0
SW,0.9,REGA,0.06294972699924983,3999.1491,0
SW,1.0,REGA,0.051817995000419614,4005.0,0
