model,name_dist,algo,time,epc
ER,uniform,Degree-based,1.3500002110013156,35988.75765
ER,uniform,Betweenness,0.4667601830005878,35996.36355
ER,uniform,PageRank,0.3420387639998807,36073.57005
ER,uniform,Greedy,24.34116762099802,35811.18945
ER,uniform,Greedy with MIS,8.339103092999721,36068.9706
ER,uniform,GNN (1 shot),0.8653038240008755,35723.5488
ER,uniform,Greedy GNN,5.193757112003368,35885.7864
ER,normal,Degree-based,0.384108288999414,36101.42595
ER,normal,Betweenness,0.485146139999415,35954.4339
ER,normal,PageRank,0.3642034469994542,36103.8546
ER,normal,Greedy,33.54243297599896,36017.52075
ER,normal,Greedy with MIS,7.353112086999317,35779.88295
ER,normal,GNN (1 shot),0.5661764270007552,35616.1671
ER,normal,Greedy GNN,5.2386240040032135,36067.5774
ER,beta,Degree-based,0.2953339970008528,32469.21045
ER,beta,Betweenness,0.4021981670011882,32796.7839
ER,beta,PageRank,0.2921543709999241,33058.19115
ER,beta,Greedy,27.24362447800013,33317.7894
ER,beta,Greedy with MIS,7.002161057000194,32695.8498
ER,beta,GNN (1 shot),0.4718843289992946,32746.14
ER,beta,Greedy GNN,5.152019515997381,33117.69645
BA,uniform,Degree-based,0.0108072829971206,345.1545
BA,uniform,Betweenness,0.0938388460017449,397.61145
BA,uniform,PageRank,0.0213014590008242,405.6453
BA,uniform,Greedy,8.057039529001486,347.99085
BA,uniform,Greedy with MIS,1.3480625369993504,532.78695
BA,uniform,GNN (1 shot),0.0874781819984491,2588.6763
BA,uniform,Greedy GNN,1.1354196060019603,433.09215
BA,normal,Degree-based,0.0123492919992713,427.5936
BA,normal,Betweenness,0.0853267550010059,363.85605
BA,normal,PageRank,0.0214601730003778,334.9917
BA,normal,Greedy,8.400733054000739,352.9062
BA,normal,Greedy with MIS,0.3548992769992765,336.1905
BA,normal,GNN (1 shot),0.195280088999425,2994.057
BA,normal,Greedy GNN,1.1636795420017734,486.39555
BA,beta,Degree-based,0.0042459450014575,114.73515
BA,beta,Betweenness,0.0911286670016124,114.21405
BA,beta,PageRank,0.0149796640034765,108.90855
BA,beta,Greedy,1.9833791559976817,169.29945
BA,beta,Greedy with MIS,0.3275703769995743,112.55085
BA,beta,GNN (1 shot),0.0704662639982416,185.1822
BA,beta,Greedy GNN,1.1537504509979044,106.8012
SW,uniform,Degree-based,0.0251525559979199,6027.4233
SW,uniform,Betweenness,0.1035915829997975,6335.1585
SW,uniform,PageRank,0.0407729799990193,9261.67365
SW,uniform,Greedy,7.657753076997324,3043.3185
SW,uniform,Greedy with MIS,0.7608661470003426,8398.8387
SW,uniform,GNN (1 shot),0.1074950710026314,5915.5029
SW,uniform,Greedy GNN,1.6287370690006355,6458.2218
SW,normal,Degree-based,0.053421287000674,6822.7488
SW,normal,Betweenness,0.1337649900015094,7405.51005
SW,normal,PageRank,0.0523033040008158,6531.7131
SW,normal,Greedy,10.475008544999582,13403.0106
SW,normal,Greedy with MIS,2.919626511000388,5828.4171
SW,normal,GNN (1 shot),0.1021582209978078,5848.03935
SW,normal,Greedy GNN,1.620065627997974,6555.15315
SW,beta,Degree-based,0.0054719100007787,412.8381
SW,beta,Betweenness,0.0856081199999607,359.07165
SW,beta,PageRank,0.0067434110023896,452.87775
SW,beta,Greedy,0.9158575719993678,412.62075
SW,beta,Greedy with MIS,0.4488468449999345,363.9033
SW,beta,GNN (1 shot),0.0783665540002402,412.61265
SW,beta,Greedy GNN,1.5544763199977751,386.53335
