model,p,algo,time,epc
ER,0.1,Degree-based,1.6169840059999956,53273.7495
ER,0.1,Betweenness,0.8910282110000054,53049.7035
ER,0.1,PageRank,0.3767000659999979,52917.696
ER,0.1,Greedy,58.94086222999999,60995.7
ER,0.1,Greedy with MIS,29.036811716001463,54924.93225
ER,0.1,GNN (1 shot),1.6182948649998252,55187.34075
ER,0.1,Greedy GNN,30.814323735000016,57333.79125
ER,0.2,Degree-based,0.6804464589999952,95150.35575
ER,0.2,Betweenness,1.2055053010001302,95110.776
ER,0.2,PageRank,0.6816767220000202,95060.14425
ER,0.2,Greedy,104.5029223969998,96843.97575
ER,0.2,Greedy with MIS,36.61733073100004,95395.77225
ER,0.2,GNN (1 shot),1.4894212119997974,94658.463
ER,0.2,Greedy GNN,30.992487082000025,94545.78525
ER,0.3,Degree-based,0.7504140099999859,100184.20425
ER,0.3,Betweenness,1.2838526650002675,100164.3165
ER,0.3,PageRank,0.7714174779998757,100161.48375
ER,0.3,Greedy,114.71362436800018,100468.76625
ER,0.3,Greedy with MIS,35.56338312299886,100046.646
ER,0.3,GNN (1 shot),1.7161718570005178,99859.12875
ER,0.3,Greedy GNN,32.123788302999856,99281.6595
ER,0.4,Degree-based,0.8479011489998811,100896.6375
ER,0.4,Betweenness,1.367363370000021,100901.124
ER,0.4,PageRank,0.8361862899992047,100890.675
ER,0.4,Greedy,136.21915768399958,100941.18075
ER,0.4,Greedy with MIS,36.63676970300003,100685.05875
ER,0.4,GNN (1 shot),1.578992078999363,100763.4105
ER,0.4,Greedy GNN,30.783975067999563,100210.02075
ER,0.5,Degree-based,0.8603442269995867,101010.68325
ER,0.5,Betweenness,1.3694136989997787,101007.261
ER,0.5,PageRank,0.8663226730004681,100999.69425
ER,0.5,Greedy,178.04084670799966,100758.28725
ER,0.5,Greedy with MIS,38.322614463999344,100396.41525
ER,0.5,GNN (1 shot),1.6340317009999126,100960.92225
ER,0.5,Greedy GNN,30.77110759599964,100507.7475
ER,0.6,Degree-based,0.8245580530001462,101023.173
ER,0.6,Betweenness,1.3201565239996853,101024.0235
ER,0.6,PageRank,0.8337505790004798,101022.93675
ER,0.6,Greedy,259.5632547430014,101009.38725
ER,0.6,Greedy with MIS,27.477248131001037,100331.20125
ER,0.6,GNN (1 shot),1.580263264999303,101012.34375
ER,0.6,Greedy GNN,30.74649718699948,100670.62725
ER,0.7,Degree-based,0.7814191510005912,101024.9325
ER,0.7,Betweenness,1.2579505710000376,101024.93025
ER,0.7,PageRank,0.7596278280016122,101024.92575
ER,0.7,Greedy,628.3453058200012,101024.3925
ER,0.7,Greedy with MIS,27.805846225001005,100249.011
ER,0.7,GNN (1 shot),1.557028742001421,101023.95375
ER,0.7,Greedy GNN,30.67949991899877,100806.32025
ER,0.8,Degree-based,0.7094260289995873,101024.99775
ER,0.8,Betweenness,1.2000747159981984,101024.99775
ER,0.8,PageRank,0.7031160840015218,101024.99775
ER,0.8,Greedy,1543.6793463489994,101025.0
ER,0.8,Greedy with MIS,25.27666783299901,99666.18
ER,0.8,GNN (1 shot),1.4964742819975072,101024.874
ER,0.8,Greedy GNN,30.934120170000824,100893.72375
ER,0.9,Degree-based,0.6409676010007388,101025.0
ER,0.9,Betweenness,1.163717726998584,101025.0
ER,0.9,PageRank,0.64333334299954,101025.0
ER,0.9,Greedy,1372.3869785310017,101020.62375
ER,0.9,Greedy with MIS,30.701857353999003,100984.93425
ER,0.9,GNN (1 shot),1.415373399002419,101024.9955
ER,0.9,Greedy GNN,30.667723473001388,100972.746
ER,1.0,Degree-based,0.5855087229974743,101025.0
ER,1.0,Betweenness,1.104918747998454,101025.0
ER,1.0,PageRank,0.6158205589999852,101025.0
ER,1.0,Greedy,1869.1373229739984,101025.0
ER,1.0,Greedy with MIS,25.879168960998868,100111.34925
ER,1.0,GNN (1 shot),1.4161142889970506,101025.0
ER,1.0,Greedy GNN,30.66374846999679,101025.0
BA,0.1,Degree-based,0.0053918189987598,45.882
BA,0.1,Betweenness,0.2117691160019603,48.75075
BA,0.1,PageRank,0.0176359700017201,45.18675
BA,0.1,Greedy,1.4837726059995475,94.06125
BA,0.1,Greedy with MIS,1.0674969909996437,56.5605
BA,0.1,GNN (1 shot),0.1450687350006774,60.05025
BA,0.1,Greedy GNN,3.738055804002215,45.23175
BA,0.2,Degree-based,0.0047131869978329,111.5955
BA,0.2,Betweenness,0.2090081690002989,122.7645
BA,0.2,PageRank,0.0070908380002947,110.07
BA,0.2,Greedy,1.120408953000151,221.93775
BA,0.2,Greedy with MIS,0.981531367999196,126.2565
BA,0.2,GNN (1 shot),0.1489406489999964,171.08775
BA,0.2,Greedy GNN,3.838723648997984,108.7425
BA,0.3,Degree-based,0.0049624719977146,211.53375
BA,0.3,Betweenness,0.2098138479996123,242.54325
BA,0.3,PageRank,0.0066281780018471,204.39675
BA,0.3,Greedy,5.905830618998152,354.11625
BA,0.3,Greedy with MIS,1.9735871419998148,220.0635
BA,0.3,GNN (1 shot),0.145698911997897,442.63125
BA,0.3,Greedy GNN,3.747025926000788,203.42925
BA,0.4,Degree-based,0.0052427619993977,381.2985
BA,0.4,Betweenness,0.2150731770016136,453.65175
BA,0.4,PageRank,0.0200132540012418,360.918
BA,0.4,Greedy,7.338883910000732,474.174
BA,0.4,Greedy with MIS,2.7987669880003523,371.47725
BA,0.4,GNN (1 shot),0.1482142660024692,1391.06025
BA,0.4,Greedy GNN,3.73702924600002,364.1085
BA,0.5,Degree-based,0.006000232999213,698.96925
BA,0.5,Betweenness,0.2099458819975552,925.85475
BA,0.5,PageRank,0.0077439289998437,654.3
BA,0.5,Greedy,10.5922513589976,684.27675
BA,0.5,Greedy with MIS,3.050203976001285,737.4195
BA,0.5,GNN (1 shot),0.1530391730011615,5366.86425
BA,0.5,Greedy GNN,3.738257787001203,670.45725
BA,0.6,Degree-based,0.0071074819970817,1483.24725
BA,0.6,Betweenness,0.2119988609993015,2284.7625
BA,0.6,PageRank,0.0083897080003225,1314.37575
BA,0.6,Greedy,12.499094435999725,6801.291
BA,0.6,Greedy with MIS,2.108695715000067,1139.7915
BA,0.6,GNN (1 shot),0.1741141070015146,15947.262
BA,0.6,Greedy GNN,3.854110040003434,1444.4415
BA,0.7,Degree-based,0.0103718970021873,4004.72325
BA,0.7,Betweenness,0.2206110200022522,7435.062
BA,0.7,PageRank,0.0110039620012685,3309.28425
BA,0.7,Greedy,14.26457163699888,14654.46825
BA,0.7,Greedy with MIS,2.087979866999376,2975.44275
BA,0.7,GNN (1 shot),0.1892582140026206,28653.53625
BA,0.7,Greedy GNN,3.741033195001364,3872.76075
BA,0.8,Degree-based,0.0204126669996185,12322.21725
BA,0.8,Betweenness,0.2389859889990475,22066.227
BA,0.8,PageRank,0.0368385449983179,10191.3615
BA,0.8,Greedy,12.967369124002287,25683.29325
BA,0.8,Greedy with MIS,4.310342083999785,6681.681
